property_id,listing_date,property_type,city,neighborhood_tier,zipcode_crime_rate,school_rating,distance_to_downtown_miles,walk_score,bedrooms,bathrooms,square_feet,lot_size_sqft,stories,garage_spaces,year_built,house_age,has_basement,has_pool,overall_condition,kitchen_quality,hvac_condition,roof_condition,renovation_year,years_since_renovation,days_on_market,listing_season,market_trend,interest_rate,has_fireplace,has_patio_deck,has_security_system,hoa_fees,sale_price,high_value_property
PROP_00013121,20-09-2023,Single Family,Denver,Premium,5.49,5,2.4,23,4,2,2170,10951,2,3,1941,83,No,No,Good,Average,New,Needs Replacement,2023,1,7,Fall,Declining,7.4,No,Yes,No,0,714919,No
PROP_00013122,16-06-2023,Townhouse,Atlanta,Good,0.41,8,1.9,60,4,2,1838,28231,2,1,1942,82,No,No,Poor,Premium,Good,Needs Replacement,2011,13,17,Fall,Declining,6.24,Yes,Yes,Yes,0,722824,No
PROP_00013123,05-10-2023,Single Family,Denver,Good,14.57,7,0.7,46,2,3,1758,12583,2,3,2007,17,No,Yes,Fair,Average,Old,Good,,17,39,Winter,Stable,7.02,No,Yes,No,216,772424,No
PROP_00013124,10-11-2023,Single Family,Denver,Average,0.87,8,3.5,90,3,3,2121,2088,2,0,1996,28,No,No,Good,Average,Good,Needs Replacement,,5,15,Spring,Rising,8.41,Yes,Yes,Yes,62,711588,No
PROP_00013125,28-11-2023,Single Family,Austin,Average,0.5,7,6.3,41,5,3,2869,1000,2,1,2004,20,Yes,No,Fair,Average,Fair,Fair,,20,3,Spring,Stable,5.04,Yes,Yes,Yes,0,978502,Yes
PROP_00013126,06-07-2023,Townhouse,Phoenix,Good,11.58,6,5.8,30,2,4,2049,2603,2,3,1959,65,No,No,Good,Good,Good,Needs Replacement,2019,5,16,Summer,Declining,7.59,No,Yes,Yes,0,615269,No
PROP_00013127,22-03-2023,Single Family,Austin,Good,4.38,8,0.8,81,2,2,1261,1000,1,2,1993,31,Yes,No,Fair,Average,Fair,Good,,31,55,Spring,Stable,5.34,No,No,No,0,709806,No
PROP_00013128,06-02-2023,Condo,Austin,Average,1.67,9,8.1,36,3,2.5,2121,19810,2,3,1960,64,No,No,Good,Good,New,Good,2013,11,1,Spring,Declining,7.52,Yes,Yes,Yes,,802103,Yes
PROP_00013129,30-04-2023,Single Family,Denver,Average,1.06,5,17.3,70,4,2.5,2263,7333,2,0,1956,68,No,Yes,Good,Good,Old,Good,,68,32,Spring,Rising,7.26,Yes,Yes,No,0,657484,No
PROP_00013130,11-09-2023,Single Family,Austin,Good,0.98,8,8.4,26,2,2,1756,15246,1,0,1955,69,No,No,Excellent,Good,Good,New,,69,6,Summer,Rising,7.96,No,No,Yes,168,834099,Yes
PROP_00013131,21-02-2023,Single Family,Seattle,Average,1.38,7,6.3,99,4,3,1909,1037,2,0,1961,63,No,No,Good,Basic,Good,Good,2007,17,92,Summer,Stable,8.24,No,No,No,0,624034,No
PROP_00013132,04-11-2023,Townhouse,Atlanta,Good,1.99,6,2.7,94,2,2,1319,9867,2,2,1990,34,No,No,Fair,Good,Good,Fair,,34,82,Summer,Rising,6.07,Yes,Yes,Yes,0,533787,No
PROP_00013133,10-07-2023,Single Family,Seattle,Average,0.07,4,2.6,37,3,2,1870,6786,1,2,2004,20,No,No,Good,Average,Fair,Good,2023,1,81,Fall,Declining,6,Yes,No,No,0,645224,No
PROP_00013134,29-04-2023,Condo,Denver,Average,1.2,8,8.7,91,5,2.5,3490,5966,2,2,1982,42,Yes,No,Good,Average,Good,Good,2006,18,63,Spring,Rising,7.19,No,Yes,Yes,169,1003392,Yes
PROP_00013135,02-08-2023,Single Family,Seattle,Good,1.28,6,7.3,72,5,2.5,2660,24730,2,2,1964,60,Yes,No,Excellent,Good,Fair,Good,2000,24,4,Spring,Stable,6.2,No,Yes,No,-25,1072751,Yes
PROP_00013136,25-10-2023,Single Family,Austin,Developing,2.2,7,23.6,53,3,4,2170,5896,2,2,2000,24,No,No,Excellent,Average,Old,Good,,24,26,Spring,Declining,6.98,No,Yes,No,0,878513,Yes
PROP_00013137,01-06-2023,Single Family,Seattle,Average,0.02,6,4.7,62,3,4,2090,4158,2,1,1985,39,No,No,Excellent,Average,Fair,Fair,2014,10,34,Winter,Declining,6.32,No,Yes,Yes,457,874001,Yes
PROP_00013138,16-10-2023,Townhouse,Atlanta,Average,2.51,6,8.2,65,3,3,2043,36163,1,3,1976,48,No,No,Fair,Good,Fair,New,,48,80,Spring,Rising,7.34,No,Yes,Yes,375,827632,Yes
PROP_00013139,03-09-2023,Single Family,Denver,Good,2.37,8,6.6,85,2,3,1667,2704,2,2,1997,27,No,No,Fair,Average,Fair,Good,2017,7,12,Fall,Declining,7.59,Yes,Yes,Yes,315,723823,No
PROP_00013140,15-09-2023,Condo,Denver,Average,0.42,6,4.2,46,3,1.5,,1000,1,0,1985,39,No,Yes,Fair,Good,Good,Fair,,39,9,Winter,Stable,7.49,No,Yes,No,0,643220,No
PROP_00013141,24-09-2023,Single Family,Seattle,Average,0.08,6,1.9,40,2,3.5,1652,1000,3,2,1977,47,No,No,Excellent,Average,Good,Good,,47,3,Fall,Stable,5.82,No,Yes,Yes,368,717876,No
PROP_00013142,09-02-2023,Townhouse,Austin,Premium,5.3,7,1.5,70,4,2.5,,45617,2,0,2016,8,No,No,Fair,Good,Fair,Good,2002,22,6,Spring,Rising,5.6,Yes,Yes,Yes,0,1136279,Yes
PROP_00013143,07-12-2023,Townhouse,Phoenix,Average,1.93,10,4.4,92,3,2,1432,2027,1,3,1978,46,Yes,No,Good,Good,Good,Fair,2009,15,77,Spring,Rising,7.31,No,Yes,No,0,556011,No
PROP_00013144,10-06-2023,Condo,Seattle,Developing,0.92,8,13.2,75,5,2.5,,4285,3,2,1970,54,Yes,No,Poor,Average,Fair,Good,,54,18,Winter,Rising,6.17,Yes,No,Yes,0,737189,No
PROP_00013145,30-01-2023,Single Family,Seattle,Good,0.6,8,1.1,34,3,1.5,2117,1004,2,2,1987,37,No,Yes,Good,Good,Good,Good,,37,102,Fall,Rising,7.63,No,Yes,Yes,0,905858,Yes
PROP_00013146,14-03-2023,Condo,Denver,Average,3.69,10,3.6,72,5,2,2803,9462,1,0,1959,65,Yes,No,Good,Good,Good,Fair,,65,28,Fall,Stable,6.67,No,Yes,No,0,854559,Yes
PROP_00013147,06-12-2023,Single Family,Austin,Average,1.5,9,12.6,70,3,2,1695,7256,2,1,1990,34,Yes,No,Fair,Good,New,Good,,34,8,Fall,Rising,7.05,Yes,Yes,Yes,0,660132,No
PROP_00013148,12-10-2023,Condo,Seattle,Developing,0.09,7,7.9,56,3,3,2340,1421,2,2,1965,59,Yes,No,Fair,Average,New,Needs Replacement,,59,12,Summer,Declining,6.67,No,Yes,Yes,0,706625,No
PROP_00013149,25-08-2023,Condo,Seattle,Good,1.37,6,7,46,4,2,2298,7307,1,2,2015,9,Yes,No,Good,Good,Good,Good,2015,9,14,Spring,Stable,7.63,No,Yes,Yes,0,976738,Yes
PROP_00013150,20-02-2023,Single Family,Phoenix,Average,2.38,9,1.1,76,4,2.5,2132,5292,1,2,2012,12,Yes,No,Excellent,Average,Fair,New,,12,1,Fall,Rising,6.18,Yes,Yes,No,51,823937,Yes
PROP_00013151,18-10-2023,Condo,Atlanta,Average,1.01,4,11.9,79,1,2,1605,12290,1,1,2013,11,No,No,Good,Basic,Good,Fair,,11,8,Summer,Stable,5.37,Yes,Yes,No,0,614777,No
PROP_00013152,26-02-2023,Single Family,Phoenix,Average,0.52,7,2,66,5,3,,3030,2,2,1962,62,Yes,Yes,Good,Average,Good,Fair,,62,2,Spring,Rising,7.65,Yes,No,Yes,0,844497,Yes
PROP_00013153,06-02-2023,Townhouse,Austin,Good,0.65,6,6.5,51,3,2,1786,3705,2,2,1999,25,No,No,Excellent,Average,New,New,2008,16,120,Winter,Stable,7.23,Yes,Yes,Yes,309,785416,Yes
PROP_00013154,23-01-2023,Single Family,Phoenix,Average,2.57,6,24.2,58,4,3.5,2171,5051,2,2,1984,40,Yes,No,Fair,Average,Good,Good,2006,18,170,Spring,Rising,7.07,No,Yes,Yes,0,778238,No
PROP_00013155,03-02-2023,Townhouse,Phoenix,Developing,1.07,6,5,100,3,2,1919,11611,1,1,1997,27,No,No,Fair,Basic,Fair,Good,2019,5,9,Spring,Rising,5.49,Yes,Yes,Yes,353,622984,No
PROP_00013156,01-09-2023,Townhouse,Seattle,Developing,7,5,2.5,66,4,2,2399,7423,2,0,2015,9,Yes,No,Good,Average,New,Good,,9,49,Spring,Rising,4.78,No,Yes,No,0,843179,Yes
PROP_00013157,27-10-2023,Condo,Atlanta,Average,0.02,7,9.3,46,4,2,2915,12468,1,2,1970,54,Yes,No,Good,Average,New,Good,2018,6,22,Spring,Rising,5.86,Yes,Yes,Yes,211,855622,Yes
PROP_00013158,15-03-2023,Single Family,Denver,Good,2.47,6,11.1,34,5,3,3190,13606,1,0,1971,53,No,No,Excellent,Good,New,Good,2001,23,20,Summer,Rising,5.72,No,No,No,0,909687,Yes
PROP_00013159,04-08-2023,Condo,Atlanta,Average,2.29,9,9.4,41,4,3,2293,6792,1,2,2000,24,Yes,No,Good,Basic,Good,Good,2007,17,3,Summer,Declining,6.8,Yes,Yes,No,0,877896,Yes
PROP_00013160,09-03-2023,Condo,Denver,Average,1.53,7,12.5,33,5,2.5,3200,1724,1,2,1967,57,No,No,Good,Good,New,Good,2000,24,70,Spring,Stable,5.41,No,Yes,No,0,810267,Yes
PROP_00013161,05-05-2023,Condo,Denver,Developing,3.9,5,13.9,14,3,2,2352,1829,2,0,1949,75,No,Yes,Good,Basic,New,Fair,,75,23,Summer,Rising,6.45,No,Yes,Yes,229,562404,No
PROP_00013162,18-02-2023,Single Family,Denver,Average,0.52,7,3.3,32,4,3,2421,2199,2,1,1940,84,No,No,Fair,Basic,Good,Good,,84,81,Spring,Declining,7.11,No,Yes,No,379,658361,No
PROP_00013163,01-09-2023,Single Family,Denver,Average,0.45,8,7,49,5,4,2926,22388,2,1,1976,48,Yes,Yes,Excellent,Premium,Fair,Needs Replacement,,48,54,Spring,Declining,6.04,No,Yes,Yes,0,1166546,Yes
PROP_00013164,18-07-2023,Single Family,Seattle,Good,16.06,10,8.8,66,5,2,,1384,1,2,1989,35,Yes,No,Fair,Good,Good,Fair,,35,73,Spring,Rising,7.22,Yes,No,Yes,240,966709,Yes
PROP_00013165,23-09-2023,Single Family,Phoenix,Average,2.54,3,1.9,60,4,1,2287,6577,1,2,1954,70,No,No,Good,Good,Old,Good,,19,6,Spring,Stable,5.85,Yes,Yes,No,292,467507,No
PROP_00013166,18-06-2023,Multi-Family,Atlanta,Good,2.19,7,32.7,62,5,4,3166,7732,2,0,2017,7,No,No,Good,Good,Good,New,2004,20,15,Summer,Stable,6.21,No,No,No,,1069696,Yes
PROP_00013167,20-08-2023,Single Family,Denver,Average,4.86,6,7.3,48,4,3.5,2620,3120,2,2,1973,51,No,No,Fair,Good,Good,Good,2005,19,56,Spring,Declining,6.57,No,Yes,Yes,0,790652,Yes
PROP_00013168,30-12-2023,Condo,Austin,Average,1.58,8,13.3,34,3,2,1744,26674,2,3,1944,80,No,No,Poor,Premium,Fair,Fair,,80,98,Winter,Rising,5.84,Yes,No,Yes,98,628306,No
PROP_00013169,01-12-2023,Single Family,Austin,Average,4.05,5,4.7,55,4,2.5,2980,1438,2,3,1976,48,Yes,No,Fair,Good,Good,Needs Replacement,2011,13,33,Fall,Stable,6.61,No,No,Yes,0,787746,Yes
PROP_00013170,13-04-2023,Single Family,Phoenix,Developing,5.89,6,1.6,37,4,2.5,1844,3017,2,3,1984,40,Yes,No,Good,Good,New,Good,,40,44,Winter,Rising,6.3,Yes,No,No,220,601095,No
PROP_00013171,05-12-2023,Single Family,Denver,Average,3.94,7,10.5,55,4,2.5,2826,1000,2,2,1955,69,No,No,Good,Good,New,Fair,,69,1,Spring,Stable,6.34,No,Yes,Yes,,772931,No
PROP_00013172,06-06-2023,Townhouse,Austin,Average,5.75,7,30.7,69,4,3,,1000,2,2,1962,62,No,No,Excellent,Basic,Fair,Fair,,62,7,Spring,Stable,7.43,No,Yes,No,85,766154,No
PROP_00013173,06-02-2023,Single Family,Seattle,Average,3.61,9,1.5,34,4,2.5,2323,4471,1,1,2001,23,No,No,Fair,Average,Good,Good,2021,3,15,Winter,Stable,7.51,No,No,Yes,235,811057,Yes
PROP_00013174,23-10-2023,Single Family,Denver,Developing,2.63,8,4.5,54,4,2,2471,1000,2,2,1978,46,No,No,Fair,Average,Good,Fair,,46,17,Winter,Stable,6.1,Yes,Yes,No,0,706010,No
PROP_00013175,14-10-2023,Townhouse,Atlanta,Good,7.85,6,1.5,38,1,3,854,6521,2,2,1992,32,No,No,Good,Average,Fair,Good,2018,6,65,Summer,Rising,5.45,No,No,No,0,466800,No
PROP_00013176,06-02-2023,Single Family,Seattle,Good,1.15,4,3.3,76,1,3,1094,1000,2,2,1977,47,No,No,Excellent,Premium,Good,Fair,,47,18,Fall,Stable,5.41,No,Yes,No,0,620080,No
PROP_00013177,11-03-2023,Single Family,Denver,Developing,4.56,6,10.4,62,3,3,1898,10380,1,0,2015,9,Yes,No,Good,Good,Good,Fair,,9,1,Winter,Rising,7.33,Yes,No,Yes,0,811409,Yes
PROP_00013178,29-12-2023,Single Family,Phoenix,Average,6.03,7,9.1,93,3,3.5,1605,1000,1,0,1970,54,No,No,Fair,Basic,Good,Good,2012,12,16,Summer,Declining,6.86,Yes,No,Yes,0,472515,No
PROP_00013179,21-03-2023,Townhouse,Seattle,Average,1.14,5,1.4,48,4,1.5,1881,22155,2,2,2011,13,No,No,Good,Premium,New,Needs Replacement,2022,2,29,Fall,Stable,6.54,Yes,Yes,Yes,278,941330,Yes
PROP_00013180,16-06-2023,Condo,Atlanta,Good,1.69,8,7.1,22,2,3,1619,33035,2,3,2022,2,No,No,Fair,Good,Old,Good,2003,21,13,Spring,Stable,7.41,No,Yes,No,0,846622,Yes
PROP_00013181,11-09-2023,Single Family,Seattle,Average,1.18,10,5.7,99,4,1.5,,9131,3,1,1962,62,Yes,No,Fair,Premium,Good,Fair,2015,9,7,Fall,Stable,8.14,Yes,Yes,Yes,0,758524,No
PROP_00013182,22-07-2023,Single Family,Austin,Developing,1.29,7,5.6,62,5,3,2476,1202,1,3,1954,70,No,No,Good,Good,Good,Good,,70,29,Spring,Declining,6.54,No,No,Yes,464,730001,No
PROP_00013183,23-09-2023,Single Family,Seattle,Average,0.59,6,0.6,73,2,1,1397,20211,3,1,1964,60,No,No,Fair,Average,Fair,Fair,,60,18,Winter,Rising,5.68,No,No,Yes,252,578185,No
PROP_00013184,27-08-2023,Single Family,Seattle,Average,1.27,6,4.1,56,3,2,2005,1935,2,3,2008,16,Yes,No,Good,Good,Good,Good,2023,1,45,Spring,Stable,5.47,No,Yes,Yes,,860674,Yes
PROP_00013185,30-11-2023,Townhouse,Atlanta,Good,0.97,9,5,46,4,3.5,2174,1000,2,1,1944,80,Yes,No,Fair,Average,Good,New,2020,4,15,Fall,Stable,7.49,No,Yes,Yes,435,599021,No
PROP_00013186,06-01-2023,Single Family,Seattle,Developing,13.66,8,5.9,30,2,2,1296,13866,2,2,2010,14,No,No,Good,Average,Good,Fair,2000,24,19,Fall,Rising,7.16,No,No,Yes,312,770502,No
PROP_00013187,21-05-2023,Single Family,Austin,Premium,0.02,9,6.6,23,5,1.5,3130,1000,2,3,1985,39,No,No,Fair,Average,Good,Good,,39,16,Summer,Rising,6,Yes,No,No,,933316,Yes
PROP_00013188,01-01-2023,Condo,Atlanta,Average,0.27,7,1.9,87,2,2,1408,17231,2,1,1988,36,No,No,Good,Premium,Fair,Fair,2016,8,76,Summer,Rising,5.92,No,Yes,No,0,621664,No
PROP_00013189,22-05-2023,Condo,Phoenix,Premium,2.23,9,0.9,63,3,3,2356,3464,3,1,2011,13,Yes,Yes,Fair,Average,Old,Good,2022,2,64,Summer,Rising,6.51,Yes,No,No,0,978882,Yes
PROP_00013190,06-03-2023,Single Family,Austin,Average,2.45,9,3.6,60,4,2.5,1905,4703,2,1,2014,10,No,Yes,Good,Average,Good,Good,2020,4,1,Fall,Stable,6.21,Yes,No,Yes,0,913804,Yes
PROP_00013191,07-10-2023,Condo,Phoenix,Average,1.94,8,18.1,57,4,2,3094,4975,3,1,1998,26,Yes,No,Excellent,Basic,Old,Needs Replacement,,26,29,Spring,Declining,7.74,No,Yes,No,176,966893,Yes
PROP_00013192,29-12-2023,Single Family,Atlanta,Good,1.67,6,9.7,84,3,2,1934,8313,2,3,2019,5,No,No,Good,Good,New,Good,2017,7,46,Spring,Stable,5.34,No,Yes,No,0,838397,Yes
PROP_00013193,15-05-2023,Townhouse,Phoenix,Good,0.3,9,7,67,4,2,2343,14661,2,2,1973,51,Yes,No,Good,Average,Good,Good,,16,3,Spring,Stable,8.11,Yes,Yes,No,0,819993,Yes
PROP_00013194,19-03-2023,Townhouse,Denver,Developing,11.64,9,5,56,6,2,3609,2787,2,1,2007,17,No,No,Good,Good,Fair,Good,,17,16,Summer,Rising,5.52,Yes,Yes,Yes,0,1031352,Yes
PROP_00013195,10-10-2023,Single Family,Seattle,Good,2.67,7,22.4,51,3,3.5,2191,3883,1,0,1975,49,No,No,Good,Good,Good,Fair,2020,4,17,Summer,Declining,7.84,Yes,Yes,Yes,45,830232,Yes
PROP_00013196,29-01-2023,Single Family,Seattle,Average,1.19,7,4.1,89,3,2.5,,3286,2,1,1997,27,No,No,Excellent,Basic,Good,Fair,,27,1,Fall,Rising,4.76,No,No,Yes,224,790341,Yes
PROP_00013197,23-01-2023,Condo,Phoenix,Premium,1.61,8,13.7,62,4,2.5,1933,10123,3,2,1965,59,No,No,Fair,Premium,Old,Needs Replacement,2023,1,18,Spring,Declining,4.07,Yes,Yes,No,0,841699,Yes
PROP_00013198,08-05-2023,Condo,Austin,Average,5.23,9,1.7,43,4,1,2509,5556,2,0,1977,47,No,No,Poor,Good,Fair,Good,,47,2,Fall,Stable,8.58,Yes,Yes,No,0,832402,Yes
PROP_00013199,24-11-2023,Single Family,Austin,Average,3.42,4,2.9,56,3,2.5,1919,22814,3,1,1940,84,No,No,Good,Good,Good,Needs Replacement,,84,21,Summer,Declining,6.23,No,Yes,No,,686530,No
PROP_00013200,13-12-2023,Condo,Seattle,Average,4.04,4,7.5,56,1,2,1353,2261,3,2,1953,71,Yes,No,Fair,Average,Fair,Fair,,71,6,Winter,Stable,4.96,Yes,No,No,0,379486,No
PROP_00013201,06-03-2023,Condo,Seattle,Developing,0.44,7,23.5,70,2,2.5,1469,9274,2,0,1973,51,No,No,Good,Good,New,Good,2014,10,13,Spring,Stable,6.8,Yes,Yes,No,0,590853,No
PROP_00013202,15-12-2023,Single Family,Seattle,Average,1.69,8,13.8,36,3,3,1955,5063,2,1,1969,55,No,Yes,Good,Average,Fair,Good,2023,1,20,Summer,Rising,5.96,Yes,Yes,No,,839698,Yes
PROP_00013203,06-10-2023,Townhouse,Austin,Average,0.25,5,7.1,87,5,4,2541,22189,2,3,1997,27,No,No,Good,Premium,New,Needs Replacement,,27,25,Spring,Stable,5.46,Yes,No,No,0,1088056,Yes
PROP_00013204,14-04-2023,Single Family,Atlanta,Good,1.01,7,6.9,37,4,1.5,2683,11658,1,2,1996,28,Yes,No,Excellent,Average,New,Good,,28,10,Summer,Rising,6.76,Yes,No,No,0,888474,Yes
PROP_00013205,09-07-2023,Single Family,Seattle,Developing,3.08,8,1.8,40,3,3,2453,4928,2,1,1941,83,No,No,Poor,Average,Fair,Good,,83,5,Summer,Declining,5.27,No,No,Yes,0,614096,No
PROP_00013206,19-04-2023,Single Family,Austin,Average,0.6,6,39.2,76,2,3,1669,15276,2,2,2000,24,Yes,No,Good,Good,Fair,Fair,,24,78,Fall,Rising,7.72,Yes,Yes,No,168,755218,No
PROP_00013207,20-08-2023,Condo,Phoenix,Average,1.61,6,17.7,26,3,1.5,1762,1000,1,0,2023,1,No,No,Good,Basic,Good,Fair,,1,16,Fall,Stable,6.24,Yes,Yes,Yes,,742125,No
PROP_00013208,30-06-2023,Single Family,Denver,Average,3.4,7,1.4,72,4,3.5,2797,11361,2,0,1968,56,No,Yes,Good,Good,New,New,,56,38,Spring,Stable,6.85,Yes,Yes,No,143,838877,Yes
PROP_00013209,02-03-2023,Single Family,Austin,Average,1.67,5,0.9,57,2,3,1572,4562,1,0,1973,51,No,Yes,Fair,Good,New,New,2021,3,32,Fall,Rising,5.36,Yes,No,Yes,0,593105,No
PROP_00013210,30-01-2023,Single Family,Austin,Developing,0.8,8,24.1,41,5,2,3187,19158,1,2,1963,61,No,No,Fair,Premium,Fair,Needs Replacement,,61,70,Spring,Stable,6.28,No,Yes,Yes,0,982094,Yes
PROP_00013211,09-07-2023,Townhouse,Seattle,Average,1.78,7,11,63,2,2.5,1886,3158,2,0,2013,11,Yes,No,Good,Premium,Good,Good,2002,22,40,Fall,Rising,6.22,Yes,No,No,0,819114,Yes
PROP_00013212,14-10-2023,Condo,Denver,Good,0.25,9,4.7,29,3,2,2064,9235,1,0,1992,32,Yes,No,Excellent,Good,New,New,,32,11,Spring,Stable,6.5,Yes,No,No,0,837355,Yes
PROP_00013213,14-04-2023,Townhouse,Phoenix,Average,1.43,6,8.1,10,3,3.5,1903,1000,2,1,2000,24,No,No,Poor,Premium,Good,Fair,,24,114,Summer,Stable,6.39,Yes,No,Yes,318,685353,No
PROP_00013214,22-05-2023,Single Family,Phoenix,Developing,3.49,6,0.6,83,2,3,1170,7329,2,1,1971,53,No,No,Good,Good,Fair,Good,,53,59,Spring,Stable,5.61,Yes,No,No,255,467097,No
PROP_00013215,05-02-2023,Condo,Seattle,Average,4.69,7,14.1,53,4,1.5,2665,22126,2,0,1998,26,No,No,Fair,Average,Good,Good,2008,16,6,Fall,Rising,7.27,No,No,No,317,993960,Yes
PROP_00013216,10-11-2023,Townhouse,Denver,Average,1.2,7,24.3,62,4,1.5,2853,2394,1,1,2022,2,No,No,Excellent,Basic,Good,New,2002,22,20,Summer,Rising,5.91,No,No,No,0,885159,Yes
PROP_00013217,04-11-2023,Townhouse,Austin,Good,1.03,6,2.3,84,4,3.5,2470,7016,1,2,1990,34,Yes,No,Fair,Average,Good,Good,2017,7,39,Winter,Declining,5.57,No,No,No,0,972637,Yes
PROP_00013218,09-01-2023,Condo,Seattle,Premium,1.37,8,9.8,43,4,2,2646,10725,2,1,1985,39,No,No,Fair,Good,New,Needs Replacement,2012,12,64,Summer,Stable,7.63,No,No,No,0,1073934,Yes
PROP_00013219,19-11-2023,Condo,Austin,Average,8.1,10,14.6,60,3,4,2036,21118,1,2,1970,54,No,No,Good,Premium,Good,Good,2016,8,75,Fall,Rising,6.01,Yes,Yes,No,0,906397,Yes
PROP_00013220,05-08-2023,Condo,Austin,Good,4.97,9,1.5,56,3,2,2369,1874,1,2,1974,50,No,Yes,Excellent,Good,New,Good,2013,11,51,Spring,Rising,6.38,No,Yes,No,0,837385,Yes
PROP_00013221,01-10-2023,Single Family,Phoenix,Average,0.47,8,4,17,3,2,2121,9042,2,3,1965,59,Yes,No,Good,Average,Fair,Fair,2020,4,46,Winter,Rising,5.3,Yes,No,No,0,632847,No
PROP_00013222,20-02-2023,Condo,Austin,Good,0.12,7,5.9,51,5,3,2974,1000,2,1,1962,62,No,No,Poor,Average,Good,New,,62,33,Summer,Stable,6.47,No,Yes,Yes,45,845862,Yes
PROP_00013223,07-07-2023,Single Family,Austin,Good,1.39,8,7.3,81,2,3.5,2106,7715,2,0,2006,18,No,Yes,Fair,Good,New,Fair,,18,50,Summer,Rising,7.04,Yes,Yes,No,232,948827,Yes
PROP_00013224,07-12-2023,Single Family,Austin,Developing,2.34,7,5.7,75,4,3,2333,4507,2,1,2011,13,Yes,No,Fair,Average,New,Good,,13,32,Winter,Rising,6.3,No,Yes,Yes,,889387,Yes
PROP_00013225,28-03-2023,Townhouse,Austin,Good,3.04,7,5.5,56,3,2.5,1875,7113,2,2,1949,75,Yes,No,Good,Good,Fair,Good,,75,7,Summer,Stable,6.17,Yes,Yes,No,0,696850,No
PROP_00013226,14-11-2023,Condo,Denver,Premium,0.21,7,2.8,48,4,2,,2932,1,2,1986,38,No,No,Excellent,Average,New,Good,2012,12,14,Spring,Rising,7.48,Yes,No,No,0,835995,Yes
PROP_00013227,28-12-2023,Townhouse,Atlanta,Developing,4.44,7,1.6,62,5,1,3022,2370,2,1,2016,8,No,Yes,Good,Average,Fair,Good,,8,47,Winter,Stable,5.84,Yes,Yes,Yes,0,846230,Yes
PROP_00013228,15-10-2023,Single Family,Denver,Good,1.06,10,16.7,49,3,2.5,1832,5616,1,2,1981,43,No,No,Fair,Average,Good,New,2003,21,72,Winter,Rising,7.02,Yes,No,Yes,0,712467,No
PROP_00013229,31-03-2023,Multi-Family,Seattle,Average,0.18,6,3.1,56,4,2.5,2547,8484,2,3,1964,60,No,Yes,Good,Good,Good,Good,2015,9,17,Winter,Rising,5.99,No,No,Yes,0,862257,Yes
PROP_00013230,13-12-2023,Townhouse,Seattle,Developing,12.81,7,5.4,82,4,3,2489,6609,2,3,2002,22,No,Yes,Fair,Good,Fair,Good,2007,17,15,Fall,Rising,6.69,Yes,Yes,No,0,936436,Yes
PROP_00013231,08-05-2023,Single Family,Denver,Developing,8.89,7,3.5,95,4,2,2351,3924,1,2,1965,59,No,No,Good,Average,Fair,Fair,2013,11,6,Spring,Stable,6.28,No,Yes,Yes,0,717490,No
PROP_00013232,08-04-2023,Single Family,Seattle,Good,0.96,9,11.4,42,4,2.5,2474,1338,1,2,2005,19,No,No,Poor,Basic,New,Needs Replacement,2017,7,14,Summer,Stable,5.63,Yes,Yes,No,0,872076,Yes
PROP_00013233,14-01-2023,Townhouse,Seattle,Good,0.24,7,2,50,3,3.5,1575,14047,1,3,1975,49,No,No,Good,Good,New,Good,2011,13,16,Summer,Declining,6.83,No,Yes,No,0,785421,Yes
PROP_00013234,23-06-2023,Single Family,Denver,Average,1.78,9,1.5,40,3,2,1630,3167,1,2,1948,76,Yes,No,Fair,Premium,New,Good,2012,12,23,Summer,Stable,5.76,Yes,No,Yes,0,656704,No
PROP_00013235,30-06-2023,Single Family,Denver,Developing,1.39,8,3,76,1,2,791,1000,1,3,1969,55,Yes,No,Excellent,Good,Good,Good,2006,18,6,Summer,Stable,7.12,No,Yes,Yes,0,409903,No
PROP_00013236,29-12-2023,Townhouse,Atlanta,Average,2.19,8,31.4,58,3,2,1682,3806,2,2,1982,42,No,No,Fair,Good,Good,Fair,,42,1,Spring,Stable,6.5,Yes,Yes,No,0,568930,No
PROP_00013237,09-02-2023,Single Family,Austin,Good,1.4,6,13,37,3,3,2462,9596,1,2,1951,73,Yes,No,Excellent,Average,Fair,Needs Replacement,,73,53,Spring,Stable,5.96,Yes,Yes,No,340,869585,Yes
PROP_00013238,14-12-2023,Single Family,Phoenix,Good,5.11,9,27.1,58,4,3.5,2921,8966,2,1,2001,23,Yes,No,Fair,Average,Good,Fair,2000,24,10,Spring,Declining,7.28,No,Yes,Yes,0,1001911,Yes
PROP_00013239,15-07-2023,Condo,Austin,Developing,0.3,9,2.8,51,3,2.5,2503,12703,1,2,1973,51,No,Yes,Excellent,Good,Good,Good,,51,56,Spring,Stable,7.38,Yes,Yes,No,0,939731,Yes
PROP_00013240,01-06-2023,Single Family,Atlanta,Premium,1.93,9,4.6,55,3,3,,7280,2,2,1997,27,Yes,No,Excellent,Good,Good,Fair,2009,15,64,Summer,Declining,6.35,Yes,No,No,0,919035,Yes
PROP_00013241,12-04-2023,Condo,Denver,Developing,3.37,7,0.5,55,3,4,2093,2913,1,2,1951,73,Yes,Yes,Fair,Average,Good,Good,,73,16,Spring,Stable,6.02,No,Yes,No,0,728641,No
